element,id,web_name,name,first_name,second_name,position,team,team_name,team_short,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,now_cost,price_m,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_next_round,chance_of_playing_this_round,birth_date,can_select,can_transact,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event_fall,cost_change_start_fall,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,expected_goals_per_90,form,form_rank,form_rank_type,goals_conceded_per_90,has_temporary_code,ict_index_rank,ict_index_rank_type,in_dreamteam,influence_rank,influence_rank_type,news,news_added,now_cost_rank,now_cost_rank_type,opta_code,penalties_order,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,recoveries,region,removed,saves_per_90,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,tackles,team_code,team_join_date,threat_rank,threat_rank_type,transfers_in,transfers_out,value_form,value_season
414,414,Foden,Phil Foden,Phil,Foden,MID,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,8.0,0,0,6456,27496,1.3,a,100.0,100.0,2000-05-28,True,True,0.0,0,209244,3.0,,0,0,695,309,0,0.0,3.0,,0,3,3.1,3.1,0,0.0,0.0,0.0,0.0,0.0,694,309,0.0,False,695,309,False,694,308,,2025-08-10T23:00:06.538510Z,14,9,p209244,,,209244.jpg,0.0,694,309,0,241.0,False,0.0,166,54,False,,0,0.0,0,43,2016-12-05,695,309,6456,27496,0.0,0.0
415,415,Savinho,Sávio Moreira de Oliveira,Sávio,Moreira de Oliveira,MID,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,6.9,-1,-1,245,44616,0.7,i,0.0,0.0,2004-04-10,True,True,0.0,0,510281,,,1,1,689,304,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,688,304,0.0,False,689,304,False,685,303,Knock - Expected back 14 Sep,2025-08-15T14:00:07.649098Z,43,29,p510281,,,510281.jpg,0.0,688,304,0,30.0,False,0.0,221,72,False,,0,0.0,0,43,2024-07-18,689,304,245,44616,0.0,0.0
416,416,Bernardo,Bernardo Mota Veiga de Carvalho e Silva,Bernardo,Mota Veiga de Carvalho e Silva,MID,13,Man City,MCI,65,3,0,0,1,0,0,0,0,0,0,0,0,25,22.0,62.0,4.0,8.8,0.0,0.44,0.44,0.35,65,6.5,0,0,6391,14198,0.8,a,,,1994-08-10,True,True,1.38,1,165809,1.0,,0,0,4,4,9,12.46,,,0,3,2.7,2.7,3,0.61,0.61,0.48,0.0,3.0,114,52,0.0,False,16,11,False,64,25,,,49,32,p165809,,,165809.jpg,3.0,114,52,4,173.0,False,0.0,206,66,False,,1,1.38,4,43,2017-07-01,142,78,6391,14198,0.5,0.5
417,417,Cherki,Rayan Cherki,Rayan,Cherki,MID,13,Man City,MCI,17,6,1,0,0,0,0,0,0,0,0,0,0,22,35.8,2.8,7.0,4.6,0.06,0.03,0.09,0.21,65,6.5,0,0,103432,92853,8.5,a,,,2003-08-17,True,True,0.0,1,466052,,,0,0,152,94,1,5.29,,,0,3,2.7,2.7,6,0.16,0.48,1.11,0.32,6.0,67,18,0.0,False,69,38,False,19,8,,,68,47,p466052,,,466052.jpg,6.0,67,18,0,73.0,False,0.0,50,16,False,,0,0.0,0,43,2025-06-10,105,60,103432,92853,0.9,0.9
418,418,Doku,Jérémy Doku,Jérémy,Doku,MID,13,Man City,MCI,65,3,0,0,1,0,0,0,0,0,0,0,0,4,0.0,3.2,4.0,0.6,0.0,0.02,0.02,0.35,65,6.5,0,0,7445,22589,1.1,a,,,2002-05-27,True,True,1.38,0,248875,,,0,0,142,88,1,1.38,,,0,3,2.7,2.7,3,0.03,0.03,0.48,0.0,3.0,118,56,0.0,False,256,124,False,678,298,,,58,39,p248875,3.0,,248875.jpg,3.0,118,56,1,21.0,False,0.0,178,58,False,,1,1.38,0,43,2023-08-24,143,79,7445,22589,0.5,0.5
420,420,Gündoğan,İlkay Gündoğan,İlkay,Gündoğan,MID,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,6.4,-1,-1,539,4850,0.2,a,,,1990-10-24,True,True,0.0,0,59859,4.0,,1,1,680,299,0,0.0,4.0,,0,3,2.7,2.7,0,0.0,0.0,0.0,0.0,0.0,678,298,0.0,False,679,298,False,672,295,,,74,52,p59859,,,59859.jpg,0.0,678,298,0,80.0,False,0.0,394,129,False,,0,0.0,0,43,2024-08-23,678,297,539,4850,0.0,0.0
421,421,Rodrigo,Rodrigo 'Rodri' Hernandez Cascante,Rodrigo 'Rodri',Hernandez Cascante,MID,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,6.4,-1,-1,3095,14481,0.6,a,100.0,100.0,1996-06-22,True,True,0.0,0,220566,,,1,1,681,300,0,0.0,,,0,3,2.7,2.7,0,0.0,0.0,0.0,0.0,0.0,679,299,0.0,False,680,299,False,673,296,,2025-08-10T23:00:06.551720Z,76,54,p220566,,,220566.jpg,0.0,679,299,0,200.0,False,0.0,239,78,False,,0,0.0,0,43,2019-07-04,679,298,3095,14481,0.0,0.0
422,422,Kovačić,Mateo Kovačić,Mateo,Kovačić,MID,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,6.0,0,0,73,293,0.0,i,0.0,0.0,1994-05-06,True,True,0.0,0,91651,,,0,0,672,293,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,669,293,0.0,False,672,293,False,664,290,Achilles injury - Expected back 13 Sep,2025-07-21T10:00:04.940328Z,80,56,p91651,,,91651.jpg,0.0,669,293,0,97.0,False,0.0,667,292,False,,0,0.0,0,43,2023-06-27,666,289,73,293,0.0,0.0
423,423,N.Gonzalez,Nico González Iglesias,Nico,González Iglesias,MID,13,Man City,MCI,90,3,0,0,1,0,0,0,0,0,0,0,0,27,24.8,5.6,6.0,3.6,0.05,0.05,0.1,0.56,60,6.0,0,0,1653,1627,0.1,a,,,2002-01-03,True,True,1.0,4,465694,,,0,0,120,76,11,11.0,,,0,3,2.6,2.6,3,0.05,0.1,0.56,0.05,3.0,112,50,0.0,False,99,53,False,54,20,,,102,68,p465694,,,465694.jpg,3.0,112,50,4,200.0,False,0.0,512,183,False,,1,1.0,3,43,2025-02-03,116,66,1653,1627,0.5,0.5
424,424,Bobb,Oscar Bobb,Oscar,Bobb,MID,13,Man City,MCI,90,6,0,1,1,0,0,0,0,0,0,0,0,25,24.6,25.4,8.0,5.8,0.0,0.07,0.07,0.56,55,5.5,0,0,23607,5332,0.4,a,,,2003-07-12,True,True,1.0,0,477555,,,0,0,31,24,4,4.0,,,0,3,2.5,2.5,6,0.07,0.07,0.56,0.0,6.0,60,13,0.0,False,42,26,False,57,23,,,181,114,p477555,,,477555.jpg,6.0,60,13,4,161.0,False,0.0,276,85,False,,1,1.0,0,43,2022-01-06,90,52,23607,5332,1.1,1.1
425,425,Echeverri,Claudio Echeverri,Claudio,Echeverri,MID,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,5.4,-1,-1,194,1067,0.0,u,0.0,,2006-01-02,False,True,0.0,0,575204,,,1,1,629,271,0,0.0,2.0,,0,3,0.0,2.5,0,0.0,0.0,0.0,0.0,0.0,632,271,0.0,False,634,270,False,624,266,Has joined Bayer Leverkusen on loan for the rest of the season.,2025-08-21T14:03:07.217793Z,218,139,p575204,,,575204.jpg,0.0,632,271,0,10.0,False,0.0,612,254,False,,0,0.0,0,43,2024-01-25,609,258,194,1067,0.0,0.0
427,427,Reijnders,Tijjani Reijnders,Tijjani,Reijnders,MID,13,Man City,MCI,90,10,1,1,1,0,0,0,0,1,0,0,0,31,49.8,23.7,28.0,10.2,0.2,0.14,0.34,0.56,56,5.6,1,1,1093738,37884,31.4,a,,,1998-07-29,True,True,1.0,1,433036,,,-1,-1,37,28,3,3.0,,,1,3,2.5,2.5,10,0.14,0.34,0.56,0.2,10.0,11,3,0.0,False,11,6,True,7,2,,,117,78,p433036,,,433036.jpg,10.0,11,3,1,152.0,False,0.0,5,3,False,,1,1.0,1,43,2025-06-10,21,10,1093738,37884,1.8,1.8
428,428,Nypan,Sverre Nypan,Sverre,Nypan,MID,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,73,929,0.0,u,0.0,,2006-12-19,False,True,0.0,0,566164,,,0,0,609,256,0,0.0,,,0,3,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,613,257,0.0,False,615,256,False,605,252,Has joined Middlesbrough on loan for the rest of the season.,2025-08-19T13:38:08.307876Z,350,221,p566164,,,566164.jpg,0.0,613,257,0,161.0,False,0.0,626,267,False,,0,0.0,0,43,2025-07-17,589,243,73,929,0.0,0.0
429,429,Phillips,Kalvin Phillips,Kalvin,Phillips,MID,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,315,1138,0.1,a,,,1995-12-02,True,True,0.0,0,155405,,,0,0,550,221,0,0.0,,,0,3,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,557,223,0.0,False,560,221,False,544,213,,,236,149,p155405,,,155405.jpg,0.0,557,223,0,241.0,False,0.0,546,207,False,,0,0.0,0,43,2022-07-04,515,198,315,1138,0.0,0.0
430,430,Haaland,Erling Haaland,Erling,Haaland,FWD,13,Man City,MCI,72,13,2,0,1,0,0,0,0,0,0,0,3,49,58.0,0.3,71.0,12.9,1.99,0.0,1.99,0.35,140,14.0,0,0,404570,43905,29.9,a,,,2000-07-21,True,True,1.25,0,223094,,,0,0,256,27,2,2.5,5.0,,1,4,4.5,4.5,13,0.0,2.49,0.44,2.49,13.0,6,3,0.0,False,6,2,True,5,3,,,2,1,p223094,1.0,,223094.jpg,13.0,6,3,1,161.0,False,0.0,6,2,False,,1,1.25,1,43,2022-07-01,2,2,404570,43905,0.9,0.9
119,119,Mbeumo,Bryan Mbeumo,Bryan,Mbeumo,MID,14,Man Utd,MUN,90,2,0,0,0,1,0,0,0,0,0,0,0,17,10.6,21.4,49.0,8.1,0.42,0.05,0.47,1.31,80,8.0,0,0,149463,105744,14.3,a,,,1999-08-07,True,True,0.0,1,446008,2.0,,0,0,43,32,6,6.0,2.0,,0,3,2.6,2.1,2,0.05,0.47,1.31,0.42,2.0,185,97,1.0,False,22,16,False,153,55,,,17,12,p446008,,,446008.jpg,2.0,185,97,5,38.0,False,0.0,32,9,False,,1,1.0,0,1,2025-07-21,7,3,149463,105744,0.2,0.2
431,431,Bayindir,Altay Bayındır,Altay,Bayındır,GKP,14,Man Utd,MUN,90,2,0,0,0,1,0,0,0,0,0,2,0,11,13.4,0.0,0.0,1.3,0.0,0.0,0.0,1.31,50,5.0,0,0,3452,4436,0.4,a,,,1998-04-14,True,True,0.0,1,451302,,,0,0,587,77,0,0.0,,,0,1,3.1,2.6,2,0.0,0.0,1.31,0.0,2.0,153,15,1.0,False,219,17,False,125,17,,,307,16,p451302,,,451302.jpg,2.0,153,15,10,219.0,False,2.0,271,40,False,,1,1.0,0,1,2023-09-01,561,77,3452,4436,0.4,0.4
432,432,Onana,André Onana,André,Onana,GKP,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,2123,2891,0.3,a,100.0,100.0,1996-04-02,True,True,0.0,0,202641,,,0,0,560,73,0,0.0,,,0,1,3.1,2.6,0,0.0,0.0,0.0,0.0,0.0,565,79,0.0,False,569,79,False,553,79,,2025-07-21T10:00:04.960176Z,258,12,p202641,,,202641.jpg,0.0,565,79,0,38.0,False,0.0,318,48,False,,0,0.0,0,1,2023-07-20,530,73,2123,2891,0.0,0.0
433,433,Harrison,Elyh Harrison,Elyh,Harrison,GKP,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,0,78,0.0,u,0.0,0.0,,False,True,0.0,0,588555,,,0,0,371,47,0,0.0,,,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,385,64,0.0,False,392,65,False,374,65,On loan to Shrewsbury Town,2025-07-23T18:48:43.383466Z,686,81,p588555,,,588555.jpg,0.0,385,64,0,,False,0.0,692,81,False,,0,0.0,0,1,,312,46,0,78,0.0,0.0
434,434,Heaton,Tom Heaton,Tom,Heaton,GKP,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,1345,1810,0.3,a,,,1986-04-15,True,True,0.0,0,21205,,,0,0,267,2,0,0.0,,,0,1,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,282,20,0.0,False,290,21,False,272,21,,,570,36,p21205,,,21205.jpg,0.0,282,20,0,241.0,False,0.0,298,45,False,,0,0.0,0,1,2021-07-02,202,1,1345,1810,0.0,0.0
435,435,Mee,Dermot Mee,Dermot,Mee,GKP,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,375,680,0.1,a,,,2002-11-20,True,True,0.0,0,461537,,,0,0,318,27,0,0.0,,,0,1,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,332,44,0.0,False,340,45,False,322,45,,,626,61,p461537,,,461537.jpg,0.0,332,44,0,242.0,False,0.0,476,69,False,,0,0.0,0,1,2023-07-24,257,26,375,680,0.0,0.0
436,436,De Ligt,Matthijs de Ligt,Matthijs,de Ligt,DEF,14,Man Utd,MUN,90,4,0,0,0,1,0,0,0,0,0,0,0,16,33.4,16.0,26.0,7.5,0.21,0.06,0.27,1.31,50,5.0,0,0,44192,15914,2.4,a,,,1999-08-12,True,True,0.0,8,209365,,,0,0,61,15,10,10.0,,,0,2,2.6,2.1,4,0.06,0.27,1.31,0.21,4.0,87,39,1.0,False,23,3,False,25,6,,,264,39,p209365,,,209365.jpg,4.0,87,39,4,152.0,False,0.0,113,41,False,,1,1.0,2,1,2024-08-13,26,3,44192,15914,0.8,0.8
437,437,Martinez,Lisandro Martínez,Lisandro,Martínez,DEF,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,125,6207,0.1,i,0.0,0.0,1998-01-18,True,True,0.0,0,221820,,,0,0,570,214,0,0.0,,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,574,209,0.0,False,578,215,False,562,214,Knee injury - Unknown return date,2025-08-10T23:00:06.577034Z,277,45,p221820,,,221820.jpg,0.0,574,209,0,10.0,False,0.0,449,171,False,,0,0.0,0,1,2022-07-17,541,202,125,6207,0.0,0.0
438,438,Mazraoui,Noussair Mazraoui,Noussair,Mazraoui,DEF,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,140,10499,0.2,i,0.0,0.0,1997-11-14,True,True,0.0,0,230001,,,0,0,575,216,0,0.0,,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,579,211,0.0,False,583,217,False,567,216,Knock - Unknown return date,2025-08-10T23:00:06.590223Z,283,47,p230001,,,230001.jpg,0.0,579,211,0,145.0,False,0.0,359,128,False,,0,0.0,0,1,2024-08-13,546,204,140,10499,0.0,0.0
439,439,D.Leon,Diego León Blanco,Diego,León Blanco,DEF,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,303,1190,0.1,a,,,2007-04-03,True,True,0.0,0,661712,,,0,0,540,207,0,0.0,,,0,2,1.9,1.4,0,0.0,0.0,0.0,0.0,0.0,549,202,0.0,False,551,208,False,534,207,,,569,148,p661712,,,661712.jpg,0.0,549,202,0,168.0,False,0.0,528,197,False,,0,0.0,0,1,2025-07-05,499,193,303,1190,0.0,0.0
440,440,Dalot,Diogo Dalot Teixeira,Diogo,Dalot Teixeira,DEF,14,Man Utd,MUN,54,1,0,0,0,1,0,0,0,0,0,0,0,2,6.8,14.1,2.0,2.3,0.0,0.15,0.15,1.03,45,4.5,0,0,9756,16465,2.2,a,,,1999-03-18,True,True,0.0,3,216051,,,0,0,76,21,4,6.67,,,0,2,1.9,1.4,1,0.25,0.25,1.72,0.0,1.0,204,70,1.67,False,153,52,False,187,80,,,412,99,p216051,,,216051.jpg,1.0,204,70,2,173.0,False,0.0,121,47,False,,1,1.67,1,1,2018-06-08,153,44,9756,16465,0.2,0.2
441,441,Dorgu,Patrick Dorgu,Patrick,Dorgu,DEF,14,Man Utd,MUN,90,1,0,0,0,1,0,0,0,1,0,0,0,4,9.0,2.8,8.0,2.0,0.04,0.02,0.06,1.31,45,4.5,0,0,166351,32288,7.9,a,,,2004-10-26,True,True,0.0,1,596777,,,0,0,148,43,5,5.0,,,0,2,1.9,1.4,1,0.02,0.06,1.31,0.04,1.0,216,76,1.0,False,173,59,False,168,75,,,554,145,p596777,,,596777.jpg,1.0,216,76,2,58.0,False,0.0,54,19,False,,1,1.0,4,1,2025-02-02,86,16,166351,32288,0.2,0.2
442,442,Maguire,Harry Maguire,Harry,Maguire,DEF,14,Man Utd,MUN,10,1,0,0,0,0,0,0,0,0,0,0,0,2,5.2,0.5,0.0,0.6,0.0,0.0,0.0,0.21,45,4.5,0,0,3660,8270,0.7,a,,,1993-03-05,True,True,0.0,3,95658,,,0,0,234,82,3,27.0,,,0,2,1.9,1.4,1,0.0,0.0,1.89,0.0,1.0,198,65,0.0,False,249,88,False,200,84,,,374,70,p95658,,,95658.jpg,1.0,198,65,0,241.0,False,0.0,213,80,False,,0,0.0,0,1,2019-08-05,332,139,3660,8270,0.2,0.2
443,443,Shaw,Luke Shaw,Luke,Shaw,DEF,14,Man Utd,MUN,79,2,0,0,0,1,0,0,0,0,0,0,0,7,11.2,12.5,0.0,2.4,0.0,0.02,0.02,1.1,45,4.5,0,0,5338,2023,0.3,a,,,1995-07-12,True,True,0.0,1,106760,3.0,,0,0,84,24,4,4.56,,,0,2,1.9,1.4,2,0.02,0.02,1.25,0.0,2.0,130,46,1.14,False,148,51,False,145,66,,,379,74,p106760,,,106760.jpg,2.0,130,46,5,241.0,False,0.0,317,115,False,,1,1.14,3,1,2014-07-01,336,142,5338,2023,0.4,0.4
444,444,Yoro,Leny Yoro,Leny,Yoro,DEF,14,Man Utd,MUN,90,4,0,0,0,1,0,0,0,0,0,0,0,11,18.2,2.6,0.0,2.1,0.0,0.01,0.01,1.31,45,4.5,0,0,33747,14430,1.9,a,,,2005-11-13,True,True,0.0,10,550864,,,0,0,153,44,11,11.0,,,0,2,1.9,1.4,4,0.01,0.01,1.31,0.0,4.0,81,37,1.0,False,167,58,False,84,32,,,522,142,p550864,,,550864.jpg,4.0,81,37,4,73.0,False,0.0,134,50,False,,1,1.0,1,1,2024-07-19,455,189,33747,14430,0.9,0.9
445,445,Amass,Harry Amass,Harry,Amass,DEF,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,607,1902,0.2,a,,,2007-03-16,True,True,0.0,0,577974,,,0,0,367,153,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,381,143,0.0,False,388,155,False,370,153,,,682,217,p577974,,,577974.jpg,0.0,381,143,0,241.0,False,0.0,391,147,False,,0,0.0,0,1,2024-04-06,308,122,607,1902,0.0,0.0
446,446,Fredricson,Tyler Fredricson,Tyler,Fredricson,DEF,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,202,1164,0.1,a,,,2005-02-23,True,True,0.0,0,547676,,,0,0,354,143,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,368,133,0.0,False,375,145,False,357,143,,,668,206,p547676,,,547676.jpg,0.0,368,133,0,241.0,False,0.0,481,184,False,,0,0.0,0,1,2022-09-07,295,112,202,1164,0.0,0.0
447,447,Heaven,Ayden Heaven,Ayden,Heaven,DEF,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,4930,13339,1.5,a,,,2006-09-22,True,True,0.0,0,606745,,,0,0,376,160,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,390,150,0.0,False,397,162,False,379,160,,,691,224,p606745,,,606745.jpg,0.0,390,150,0,241.0,False,0.0,155,56,False,,0,0.0,0,1,2025-02-01,317,129,4930,13339,0.0,0.0
448,448,Malacia,Tyrell Malacia,Tyrell,Malacia,DEF,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,1325,3238,0.3,a,,,1999-08-17,True,True,0.0,0,222690,,,0,0,299,110,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,313,100,0.0,False,321,113,False,303,111,,,604,164,p222690,,,222690.jpg,0.0,313,100,0,152.0,False,0.0,305,110,False,,0,0.0,0,1,2022-07-05,236,75,1325,3238,0.0,0.0
449,449,B.Fernandes,Bruno Borges Fernandes,Bruno,Borges Fernandes,MID,14,Man Utd,MUN,90,2,0,0,0,1,0,0,0,0,0,0,0,19,25.2,65.3,9.0,10.0,0.15,0.3,0.45,1.31,90,9.0,0,0,73607,163536,21.0,a,,,1994-09-08,True,True,0.0,2,141746,1.0,,0,0,2,2,11,11.0,1.0,,0,3,2.8,2.3,2,0.3,0.45,1.31,0.15,2.0,187,99,1.0,False,13,8,False,52,18,,,6,4,p141746,1.0,,141746.jpg,2.0,187,99,6,173.0,False,0.0,20,6,False,,1,1.0,3,1,2020-01-30,83,49,73607,163536,0.2,0.2
450,450,Cunha,Matheus Santos Carneiro da Cunha,Matheus,Santos Carneiro da Cunha,MID,14,Man Utd,MUN,90,2,0,0,0,1,0,0,0,0,0,0,0,16,17.8,13.3,50.0,8.1,0.4,0.05,0.45,1.31,80,8.0,0,0,149671,64011,9.2,a,,,1999-05-27,True,True,0.0,0,430871,,,0,0,81,55,3,3.0,,,0,3,2.6,2.1,2,0.05,0.45,1.31,0.4,2.0,184,96,1.0,False,21,15,False,90,32,,,16,11,p430871,,,430871.jpg,2.0,184,96,2,30.0,False,0.0,43,13,False,,1,1.0,1,1,2025-06-01,6,2,149671,64011,0.2,0.2
451,451,Rashford,Marcus Rashford,Marcus,Rashford,MID,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,7.0,0,0,0,861,0.0,u,0.0,0.0,1997-10-31,False,True,0.0,0,176297,,,0,0,692,307,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,691,307,0.0,False,692,307,False,688,306,Has joined Barcelona on loan for the rest of the season,2025-07-24T10:12:59.455702Z,33,20,p176297,,,176297.jpg,0.0,691,307,0,241.0,False,0.0,619,261,False,,0,0.0,0,1,2015-07-01,692,307,0,861,0.0,0.0
452,452,Amad,Amad Diallo,Amad,Diallo,MID,14,Man Utd,MUN,35,1,0,0,0,0,0,0,0,0,0,0,0,12,13.4,12.3,19.0,4.5,0.03,0.04,0.07,0.27,65,6.5,0,0,11799,47014,2.7,a,,,2002-07-11,True,True,0.0,0,493250,4.0,,0,0,85,57,4,10.29,,,0,3,2.2,1.7,1,0.1,0.18,0.69,0.08,1.0,271,140,0.0,False,71,39,False,126,43,,,71,50,p493250,,,493250.jpg,1.0,271,140,1,54.0,False,0.0,105,34,False,,0,0.0,3,1,2021-01-07,51,30,11799,47014,0.2,0.2
453,453,Garnacho,Alejandro Garnacho Ferreyra,Alejandro,Garnacho Ferreyra,MID,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,6.5,0,0,740,3959,0.2,a,,,2004-07-01,True,True,0.0,0,493105,,,0,0,687,303,0,0.0,,,0,3,2.2,1.7,0,0.0,0.0,0.0,0.0,0.0,685,302,0.0,False,687,303,False,683,302,,,70,49,p493105,,,493105.jpg,0.0,685,302,0,10.0,False,0.0,377,126,False,,0,0.0,0,1,2022-04-15,687,303,740,3959,0.0,0.0
454,454,Antony,Antony dos Santos,Antony,dos Santos,MID,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,6.0,0,0,573,2491,0.1,a,,,2000-02-24,True,True,0.0,0,467169,,,0,0,678,297,0,0.0,,,0,3,2.1,1.6,0,0.0,0.0,0.0,0.0,0.0,675,296,0.0,False,677,296,False,669,293,,,103,69,p467169,,,467169.jpg,0.0,675,296,0,30.0,False,0.0,478,162,False,,0,0.0,0,1,2022-09-01,675,295,573,2491,0.0,0.0
455,455,Mount,Mason Mount,Mason,Mount,MID,14,Man Utd,MUN,64,2,0,0,0,1,0,0,0,0,0,0,0,9,7.0,25.1,18.0,5.0,0.12,0.15,0.27,1.1,60,6.0,0,0,4467,4430,0.3,a,,,1999-01-10,True,True,0.0,0,184341,,,0,0,32,25,3,4.22,,,0,3,2.1,1.6,2,0.21,0.38,1.55,0.17,2.0,174,90,1.41,False,57,34,False,186,74,,,88,60,p184341,,,184341.jpg,2.0,174,90,2,241.0,False,0.0,313,103,False,,1,1.41,1,1,2023-07-05,53,32,4467,4430,0.3,0.3
456,456,Sancho,Jadon Sancho,Jadon,Sancho,MID,14,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,6.0,0,0,517,2565,0.1,a,,,2000-03-25,True,True,0.0,0,209243,,,0,0,674,295,0,0.0,,,0,3,2.1,1.6,0,0.0,0.0,0.0,0.0,0.0,671,294,0.0,False,673,294,False,665,291,,,92,64,p209243,,,209243.jpg,0.0,671,294,0,241.0,False,0.0,477,161,False,,0,0.0,0,1,2021-07-23,670,293,517,2565,0.0,0.0
